A4 09 50   60 B1 11 05 B2 ...           ,in
A4 09 50   20 B2 66 05 B2 ...           ,in
A4 09 50   40 04 B3 DD 04 ...           ,in
A4 09 50   60 CE 04 B1 DD ...           ,in
A4 09 50   20 B0 E6 04 B1 ...           ,in
A4 09 50   40 05 B3 E8 04 ...           ,in
A4 09 50   60 EA 04 AD 34 ...           ,in
A4 09 50   20 AB 13 05 AE ...           ,in
A4 09 50   40 05 B3 5F 05 ...           ,in
A4 09 50   60 5C 05 B6 5C ...           ,in
A4 09 50   20 B7 60 05 B7 ...           ,in
A4 09 50   40 05 B5 E8 04 ...           ,in
A4 09 50   60 D6 04 B1 C8 ...           ,in
A4 09 50   20 AF BB 04 B0 ...           ,in
A4 09 50   40 04 B0 A9 04 ...           ,in
A4 09 50   60 C9 04 B1 BD ...           ,in
A4 09 50   20 B0 B5 04 B0 ...           ,in
A4 09 50   40 B1 CF 04 B2 ...           ,in
A4 09 50   60 05 B2 66 05 ...           ,in
A4 09 50   20 41 05 B4 EB ...           ,in
A4 09 50   40 B3 CC 04 B2 ...           ,in
A4 09 50   60 03 B2 4D 04 ...           ,in
A4 09 50   20 AA 04 B0 B2 ...           ,in
A4 09 50   40 B1 CE 04 B1 ...           ,in
A4 09 50   60 04 B0 06 05 ...           ,in
A4 09 50   20 D8 04 B3 C6 ...           ,in
A4 09 50   40 B2 BF 04 B2 ...           ,in
A4 09 50   60 05 B5 4D 05 ...           ,in
A4 09 50   20 24 05 B7 21 ...           ,in
A4 09 50   40 B7 E1 04 B6 ...           ,in
A4 09 50   60 04 B4 11 05 ...           ,in
A4 09 50   20 E4 04 B5 C6 ...           ,in
A4 09 50   C0 B6 CA 04 B6 ...           ,in
A4 09 4E   00 B6 CA 04 B6 ...           ,in
A4 09 50   00 43 3B 02 03 ...           ,in
A4 09 50   20 44 89 01 01 ...           ,in
A4 09 50   40 B4 B4 04 B4 ...           ,in
A4 09 50   60 04 B4 9D 04 ...           ,in
A4 09 50   20 B6 04 B2 C3 ...           ,in
A4 09 50   40 B3 C6 04 B3 ...           ,in
A4 09 50   60 04 B4 BC 04 ...           ,in
A4 09 50   20 BC 04 B4 CE ...           ,in
A4 09 50   40 B6 DC 04 B7 ...           ,in
A4 09 50   60 04 B6 F7 04 ...           ,in
A4 09 50   20 B8 04 B5 AA ...           ,in
A4 09 50   40 B3 B0 04 B2 ...           ,in
A4 09 50   60 04 B4 BF 04 ...           ,in
A4 09 50   20 C4 04 B4 C5 ...           ,in
A4 09 50   40 B2 C1 04 B2 ...           ,in
A4 09 50   60 05 B4 AE 05 ...           ,in
A4 09 50   20 79 05 B9 57 ...           ,in
A4 09 50   40 B9 89 05 B9 ...           ,in
A4 09 50   60 B9 8F 05 BA ...           ,in
A4 09 50   20 05 BC F6 04 ...           ,in
A4 09 50   40 B5 04 BB A8 ...           ,in
A4 09 50   60 B9 99 04 B8 ...           ,in
A4 09 50   20 04 B8 89 04 ...           ,in
A4 09 50   40 86 04 B7 85 ...           ,in
A4 09 50   60 B7 8F 04 B7 ...           ,in
A4 09 50   20 04 B6 AF 04 ...           ,in
A4 09 50   40 AD 04 B5 B4 ...           ,in
A4 09 50   60 B5 B6 04 B2 ...           ,in
A4 09 50   20 04 B3 DA 04 ...           ,in
A4 09 50   40 A8 04 B5 E0 ...           ,in
A4 09 50   60 B6 6C 05 B5 ...           ,in
A4 09 50   20 05 B5 5B 05 ...           ,in
A4 09 50   40 5B 05 B6 0C ...           ,in
A4 09 50   60 B2 F4 04 B1 ...           ,in
A4 09 50   20 B1 DF 04 AF ...           ,in
A4 09 50   40 04 B1 05 05 ...           ,in
A4 09 50   60 1A 05 B7 F6 ...           ,in
A4 09 50   20 B7 CD 04 B7 ...           ,in
A4 09 50   40 04 B6 CE 04 ...           ,in
A4 09 50   60 9F 04 B6 A1 ...           ,in
A4 09 50   20 B7 BA 04 B7 ...           ,in
A4 09 50   40 04 B7 B3 04 ...           ,in
A4 09 50   60 B1 04 B6 A2 ...           ,in
A4 09 50   20 B5 A9 04 B6 ...           ,in
A4 09 50   40 04 B8 39 05 ...           ,in
A4 09 50   60 70 05 B9 4C ...           ,in
A4 09 50   20 B6 04 05 B7 ...           ,in
A4 09 50   40 04 B8 E7 04 ...           ,in
A4 09 50   60 BD 04 B8 BF ...           ,in
A4 09 50   20 B8 C0 04 B8 ...           ,in
A4 09 50   40 B9 CF 04 B9 ...           ,in
A4 09 50   60 04 B7 DD 04 ...           ,in
A4 09 50   20 BC 04 B2 C8 ...           ,in
A4 09 50   40 B4 CD 04 B4 ...           ,in
A4 09 50   60 04 B4 CC 04 ...           ,in
A4 09 50   20 CC 04 B4 B1 ...           ,in
A4 09 50   40 B4 9F 04 B5 ...           ,in
A4 09 50   60 04 B4 A2 04 ...           ,in
A4 09 50   20 A5 04 B4 9B ...           ,in
A4 09 50   40 B5 90 04 B4 ...           ,in
A4 09 50   60 04 B4 B0 04 ...           ,in
A4 09 50   20 A3 04 B3 AC ...           ,in
A4 09 50   40 B4 AF 04 B3 ...           ,in
A4 09 50   60 04 B5 DF 04 ...           ,in
A4 09 50   20 1E 05 B7 59 ...           ,in
A4 09 50   C0 B9 F0 04 B8 ...           ,in
A4 09 4E   00 B9 F0 04 B8 ...           ,in
A4 09 50   00 43 3B 02 03 ...           ,in
A4 09 50   20 44 89 01 01 ...           ,in
A4 09 50   40 B7 CA 04 B6 ...           ,in
A4 09 50   60 04 B8 CB 04 ...           ,in
A4 09 50   20 AC 04 BA 9F ...           ,in
A4 09 50   40 B8 98 04 B6 ...           ,in
A4 09 50   60 04 B8 4F 05 ...           ,in
A4 09 50   20 CB 04 B4 C3 ...           ,in
A4 09 50   40 B4 F5 04 B4 ...           ,in
A4 09 50   60 05 B5 17 05 ...           ,in
A4 09 50   20 E7 04 B6 E6 ...           ,in
A4 09 50   40 B8 D5 04 B8 ...           ,in
A4 09 50   60 04 B7 AD 04 ...           ,in
A4 09 50   20 A0 04 B4 A2 ...           ,in
A4 09 50   40 B3 87 04 B2 ...           ,in
A4 09 50   60 04 B4 32 05 ...           ,in
A4 09 50   20 60 03 B0 57 ...           ,in
A4 09 50   40 B0 81 04 B1 ...           ,in
A4 09 50   60 AE AF 04 AC ...           ,in
A4 09 50   20 04 A7 8E 04 ...           ,in
A4 09 50   40 8A 04 A9 9A ...           ,in
A4 09 50   60 AC CB 04 AC ...           ,in
A4 09 50   20 04 AE F5 04 ...           ,in
A4 09 50   40 64 05 B4 58 ...           ,in
A4 09 50   60 B7 53 05 B8 ...           ,in
A4 09 50   20 05 B8 76 05 ...           ,in
A4 09 50   40 FD 04 B8 E6 ...           ,in
A4 09 50   60 B7 C1 04 B8 ...           ,in
A4 09 50   20 04 A6 F4 04 ...           ,in
A4 09 50   40 04 05 A7 FF ...           ,in
A4 09 50   60 A8 27 05 AA ...           ,in
A4 09 50   20 05 AB D6 04 ...           ,in
A4 09 50   40 07 05 AB 6D ...           ,in
A4 09 50   60 AC 25 05 AC ...           ,in
A4 09 50   20 AC B6 04 AA ...           ,in
A4 09 50   40 04 A9 8B 04 ...           ,in
A4 09 50   60 CF 04 A8 07 ...           ,in
A4 09 50   20 A9 FA 04 A8 ...           ,in
A4 09 50   40 04 A7 F2 04 ...           ,in
A4 09 50   60 EE 04 AC EC ...           ,in
A4 09 50   20 AA EE 04 AA ...           ,in
A4 09 50   40 04 AA 9C 04 ...           ,in
A4 09 50   60 9E 04 A8 A0 ...           ,in
A4 09 50   20 A8 E0 04 AA ...           ,in
A4 09 50   40 04 AC E8 04 ...           ,in
A4 09 50   60 9C 04 AC 84 ...           ,in
A4 09 50   20 AA 85 04 AA ...           ,in
A4 09 50   40 04 AA D0 04 ...           ,in
A4 09 50   60 DF 04 AA D2 ...           ,in
A4 09 50   20 AB F7 04 AB ...           ,in
A4 09 50   40 AB 16 05 AB ...           ,in
A4 09 50   60 04 AB 0A 05 ...           ,in
A4 09 50   20 14 05 AB F7 ...           ,in
A4 09 50   40 AA 03 05 AA ...           ,in
A4 09 50   60 05 AE 37 05 ...           ,in
A4 09 50   20 F4 04 AB DF ...           ,in
A4 09 50   40 AA B9 04 AA ...           ,in
A4 09 50   60 05 AA 1C 05 ...           ,in
A4 09 50   20 E1 04 AB D7 ...           ,in
A4 09 50   40 A9 A0 04 A8 ...           ,in
A4 09 50   60 04 AB 1D 05 ...           ,in
A4 09 50   20 3D 05 AE 3B ...           ,in
A4 09 50   40 AF 33 05 B0 ...           ,in
A4 09 50   60 05 B0 1F 05 ...           ,in
A4 09 50   20 C0 04 B0 AD ...           ,in
A4 09 50   C0 AD 9F 04 AB B7 04 FF FF   13,in
A4 09 4E   00 43 3B 02 03 ...           ,in
A4 09 4F   00 44 03 00 00 00 00 00 00   A5 00 00,out  # Ack data
A4 09 4E   00 43 3B 02 03 00 00 00 00   9A,in
A4 03 40   00 01 05                     E3,in
A4 03 40   00 01 02                     E4,in
A4 03 40   00 01 02                     E4,in
# Marqueur de fin ?
A4 01 4A   00                           EF 00 00,out  # System reset
A4 01 6F   20                           EA,in
